-2.63441992,0.42136401,0.50000000
-2.62084007,0.38590300,0.50000000
-2.61492991,0.35450101,0.50000000
-2.62052989,0.32837000,0.50000000
-2.64526010,0.31001100,0.50000000
-2.67356992,0.29256701,0.50000000
-12.40999985,-1.20105004,0.50000000
-12.43290043,-1.35600996,0.50000000
-12.45279980,-1.51162004,0.50000000
-12.39299965,-1.65973997,0.50000000
-12.39490032,-1.81401002,0.50000000
-12.53730011,-2.30187988,0.50000000
-12.52470016,-2.45795012,0.50000000
-12.47080040,-2.76554990,0.50000000
-12.06799984,-3.15052009,0.50000000
-12.05379963,-3.30383992,0.50000000
-12.05490017,-3.46190000,0.50000000
-11.99129963,-3.60283995,0.50000000
-11.96520042,-3.75428009,0.50000000
-2.33927989,-1.37177002,0.50000000
-2.29963994,-1.37550998,0.50000000
-2.26609993,-1.38211000,0.50000000
-2.25696993,-1.40379000,0.50000000
-2.25084996,-1.42762005,0.50000000
-2.24931002,-1.45484996,0.50000000
-2.24567008,-1.48105001,0.50000000
